timestamp	commit	toffoli	clifford	qubits	ops	correct	notes
1776320548	5b15467	10835945.000	69313458.000	3339	91097985	FAIL	2 negs instead of 4 in mod_mul_sub | CLASSICAL MISMATCH shot 0: got (0xb5fbb9391987f41e466e7f8eab053328589c5d899369bb60abd5bfb003705fd0,0xde7d905bda2b27fac91fb3e01f7a493ff1a09c666cc0435c47386704f8bc2185) exp (0x4311fd5aa261f26478f7af2b8cfc7b6515c54fcf1b20d3335a68c5471829f280,0x168fdf63a9e6f3cc68677bf14a5b8f08d7bdee598298d48ef6db1d550bd716b0)
1776320626	5b15467	10836455.000	69318013.750	3339	91105103	OK	2-neg for non-squaring, 4-neg for squaring
1776321228	4b7220b	10835947.000	69311949.797	3339	91095567	OK	add+add+neg instead of neg+sub+sub for Rx
1776329827	7c0fb82	10574827.000	66685506.609	3339	88069221	OK	Horner MSB-first for 2 zero-acc muls: no tmp, no halvings
1776331286	b77a311	9791467.000	64920965.938	3339	81406557	FAIL	narrow v_w OR chain + cshift by iter_idx | CLASSICAL MISMATCH shot 0: got (0x8ccb06a1e4910c6151ab66413d3ee4a361aee9c91d20b41d54ddad7898a0e8b1,0x22ce10aecfcf879842291c4ef56bcbdc99573acff7bed985f2289b15164b8559) exp (0x539db473430e5471ed428b5b34eec4e49aa79fcf13c081a3965297e93c32f12e,0xfe615dd9b0ea5c3f8bd0c5313e3b3cdf95ee4caf730278fbb496f05316e1b573)
1776331398	b77a311	10574827.000	66685506.609	3339	88069221	OK	v_width=n sanity check
1776331466	b77a311	10574827.000	66685506.609	3339	88069221	OK	verify revert
1776360331	b77a311	10559439.000	66600684.656	3338	87952031	OK	511 iterations (2n-1) instead of 512
1776361649	c46a010	10559439.000	66600684.656	3338	87952031	OK	final verification
1776361914	c46a010	10559439.000	66600684.656	3338	87952031	OK	kickoff baseline verify
1776362236	c46a010	10558929.000	66594703.062	3082	87943377	OK	mod_mul_sub in-place walk + square control snapshot
1776362680	da61fa9	10168269.000	65617894.625	3082	82472089	FAIL	kaliski step0 width=n-iter only (no shift narrowing) | CLASSICAL MISMATCH shot 0: got (0x3ec577582d58cac0783561939e4a03ef45c10b15f540a969fd57878397f6d5,0x83cf238a6416cd680c6fe7fa9de9f61b94852354bd75f45ca1dbdffa4486b3dc) exp (0x5d31b20a9c30887f6b765045fefffc418154c9c4d37601863801149c5b49a72f,0x838810841abdf58a76df71038880423e618d2ee76061f53fb7a5dc2ca18f61ac)
1776363025	da61fa9	10557910.000	66585167.281	3338	87928700	OK	negative-lam flow in pair1/pair2
1776363068	da61fa9	10557910.000	66584614.797	3082	87927932	OK	negative-lam flow + in-place mod_mul_add
1776365629	6df7703	10034646.000	61324614.422	3082	81866450	OK	absorb raw Kaliski scaling into lam
1776365890	ff8d569	9903574.000	60185148.062	3082	81282856	OK	reverse Horner cleanup for known products
1776365972	d7ddb51	9774546.000	58708970.625	3082	78855876	OK	reverse Horner unadd uses negated add path
1776366192	a8e042e	9118682.000	52460160.734	3082	71582676	OK	single sparse add/sub for mod double/halve
1776366492	c413d6d	9118678.000	52458320.969	3082	71580692	OK	mod_sub underflow via sparse c correction
1776366589	701ff7d	9118164.000	52454268.781	3082	71574774	OK	fuse +Qx +Qx into doubled classical add
1776368298	0bede51	8592856.000	47451466.188	3082	65751418	OK	kaliski r double/halve via fast secp256k1 path
1776368405	1254c39	8590812.000	47451847.094	3082	65749374	OK	drop dead Kaliski r[n] add path
1776368842	04dd705	8584680.000	47424267.609	3080	65714622	OK	shrink Kaliski coefficient width to n
1776371697	e6efd4c	8584680.000	47424267.609	3080	65714622	OK	session kickoff baseline check
1776372822	e6efd4c	8519655.000	46735274.000	3080	64928199	FAIL	mod_mul_sub_qq via neg+Horner-add+neg | CLASSICAL MISMATCH shot 0: got (0xa5ad297bd370ee1c0d116cdf81188ee0ca2137d0c4e6fa38ce89908b40ca9f10,0xd83baab3742002ef4882801cfaef0e487ad593210fb42a9ff8cf4cd63f7d1068) exp (0x3b92bc960845580e02fccd0de29c9dc99945093c2a06dd870c43de5fb58d31cc,0x21b26f979969204a38cef94058409033fefcf20d9150401290bf17f6afca06b7)
1776374648	e6efd4c	8583660.000	47414401.703	3080	65700386	OK	drop 4 negs around pair1 unadd, inline loop
1776375382	0340f24	8580847.000	47388317.734	3080	65666317	OK	fold dxr block into tx, drop inner negs in pair2 unadd
1776375593	23d3fa0	8515822.000	46700170.953	3080	64880662	OK	LSB-first Horner for pair1 mul: -255 halves on lam
1776375656	c7350f4	8450797.000	46012156.156	3080	64095007	OK	MSB-first Horner for pair2 unadd: -255 doubles
1776375801	c7350f4	8450544.000	46009668.594	3080	64090735	OK	fold mod_neg+mod_sub_qb into mod_add_qb+mod_neg
1776375808	c7350f4	8450544.000	46009668.594	3080	64090735	OK	fold mod_neg+mod_sub_qb into mod_add_qb+mod_neg
1776378067	e69a39d	8280984.000	43807033.016	3080	61512947	OK	schoolbook squarer for mod_mul_sub_qq
1776378172	a85389c	8174935.000	42278491.766	3080	59694524	OK	schoolbook for mid mul (ty += lam*tx)
1776378292	0827456	8027862.000	39909606.844	3336	56843333	OK	schoolbook for pair1 first+second muls
1776378333	43cf486	7986838.000	39069254.297	3336	55810565	OK	schoolbook for pair2 unadd mul
1776378885	4b75dad	7855256.000	38350687.016	3336	54894603	FAIL	symmetric schoolbook for squaring | CLASSICAL MISMATCH shot 1: got (0x1f0701a3d7dbc5365a67a87d274b9211fdaad6d5d744e53fde673d1332d98f63,0xcf39ab9767b77d5b41d63e33383ffc7ec763691bb753085bf35c2afd962442b) exp (0x27760357e4a9bac00001e94728225c85becbed1f9e9184f4fd2e5f863d848e3c,0x1a6ab3c76e3bfac86d09a4966df95501e4b55069518d3f78d6879526fda8d30)
1776379001	4b75dad	7856274.000	38356299.516	3336	54901737	FAIL	symmetric schoolbook squarer (fixed width) | CLASSICAL MISMATCH shot 1: got (0xb1bec31786c292ef8ddf5a1ae3a9a88ccc6199969f2068328adfc6a9c38043f,0x47496625867904fa580a8dea20ae06cfadf7db1cfdf76372929ba9dfeeef64bd) exp (0x4b1bec31786c292ef8ddf5a1ae3a9a88ccc6199969f2068368adfe52dc3ba773,0xe973c684f1530f50765a2c686576ddc4c9ed6a393887529c27f612fce4e0a0d8)
1776379067	4b75dad	7856276.000	38356489.469	3336	54901743	OK	symmetric schoolbook squarer (fixed bounds)
1776380327	ee76816	7856276.000	38356489.469	3336	54901743	OK	verify current state
1776381616	36a57a4	7860896.000	38399796.625	3336	54951877	FAIL	karatsuba squaring moonshot | CLASSICAL MISMATCH shot 2: got (0xeec198843bbf9def22623b8e872f16d31e01873737c796d4f479812d14365ffb,0xa1526347ea93593882df662cc34db63a4285f85dd84a87b31cfeec645636c6f) exp (0xeec198843bbf9def22623b92872f26171e01873737c796d4f479812d14365ffb,0xe2ce204411a164f5554dcc772da50464c35ca9b118573e2bcf93776bbc79bbbb)
1776381624	36a57a4	7860896.000	38399796.625	3336	54951877	FAIL	karatsuba debug | CLASSICAL MISMATCH shot 2: got (0xeec198843bbf9def22623b8e872f16d31e01873737c796d4f479812d14365ffb,0xa1526347ea93593882df662cc34db63a4285f85dd84a87b31cfeec645636c6f) exp (0xeec198843bbf9def22623b92872f26171e01873737c796d4f479812d14365ffb,0xe2ce204411a164f5554dcc772da50464c35ca9b118573e2bcf93776bbc79bbbb)
1776381714	36a57a4	7856276.000	38356489.469	3336	54901743	OK	verify revert from karatsuba
1776382846	36a57a4	7768041.000	37424687.453	3881	53817248	OK	direct sparse-c fold for schoolbook hi reduction
1776383180	36a57a4	7756395.000	37317371.719	3336	53684893	FAIL	carry-only sparse-c fold for schoolbook hi reduction | CLASSICAL MISMATCH shot 0: got (0x5c3108716c17c58704408a520fe7677d077a71c6d8cd7f7e90dce72c78ed1869,0xf6b6be962d705e0b8b9fa2cfcf52b4f83dde1a4678ba78ed612efd1217905254) exp (0x5e0bf8c5050ae29773b61df9a74cdca0469c6f827d0344e40e1cd5a6e82c11e2,0xaeda2efb51641c1e7b0d137d0f330cfe8e7f3ff866f872acc05922e6f048379d)
1776383273	36a57a4	7756650.000	37319751.656	3336	53688452	FAIL	carry-only sparse-c fold for schoolbook hi reduction v2 | CLASSICAL MISMATCH shot 0: got (0xb66cefa1e28ba959d55c67ce576fffe76d0340e6f105f8351b056259c25937e4,0x1d345d4b5f6e69ddde5d8608998fb8921c9f9d84e0a5c322f7c383189767119f) exp (0x5395de61c73cf550e780c88cea3e014927730f6b18547b1de6f46add009ebe5b,0x26d62f8fd844a9b25ae8336a17a619a836393e425a2a8022754d6261f1e652a)
1776383969	36a57a4	8644238.000	39139027.250	3336	56472561	FAIL	alive-only Kaliski tail scaling | CLASSICAL MISMATCH shot 0: got (0x812282672e75cbfbd33150955b7462431a26dada419bb1a01b410a0d2a6c5ef0,0xd57aa332da4faddbb1b90d40b5149cad3ada70a82f4a8f048aae21290c626656) exp (0xa92d8e065862d0d45feee1f2bd8ae118585c3606a73f4cce4b5926a048a78e7,0xec5ec7d8d2914d1ab993988920d582f7874cd550890e53603fd493979993acda)
1776384043	36a57a4	8644238.000	39147311.562	3336	56480737	FAIL	alive-only Kaliski tail scaling v2 | CLASSICAL MISMATCH shot 0: got (0xb39355ac1ea9123412e31fc408ea6c8aa6110832433fff7345fc201f0f0434e5,0x12a9bc2990f220b6c4415575ca5f2499895f4cf64ffc54e9172a34337021aed5) exp (0xae1a73ec20a3f9ab23b86a092da9d500473a20d682cbd9448b6234dc8068466e,0x430b519e1d7417e9e1a122103cfe98f297e7cc0fdc8f85199590e5601fa1ee3e)
1776384603	36a57a4	7775468.000	37435000.875	3367	53839172	FAIL	wide sparse-c fold under reclaimed Kaliski body qubits | CLASSICAL MISMATCH shot 0: got (0xcfabc2b494f09f116b36cdd61879cd45e7d02798f202be61b8f11dffb042e2d1,0x4f4671a31ab5c841c5a034c98736a88eec33708477d414be972c818bf68ccbe5) exp (0xcfabc2b494f09f116b36cdd61879cd45e7d02798f202be61b8f11e03b042e2d1,0x9fad07ac1570ca8e103b8f84a6634859f4e65d83136e264bed7a52d15b586e46)
1776384670	36a57a4	7856276.000	38357569.875	2820	54902779	OK	reclaim Kaliski body qubits only
1776384764	36a57a4	7859551.000	38322241.406	3367	54856944	FAIL	fold hi*977 directly, keep hi*2^32 walk | CLASSICAL MISMATCH shot 0: got (0x79b929f278c66b9deb4165760bf9dfff652869d3b05d1fee27ea8783a13af6de,0x648959919aac008ca033db0239440c1a756b76a8b29ed68f33d6fe05f424313e) exp (0x86018446fdf89891ea3db1e373bf5addf750b1f4920ba29fe4b7f2c417b1bdc,0xc0477827c38b16cc863c25412a2daaf73ae50658af658e14fb400e6224c42818)
1776385153	36a57a4	7775215.000	37427126.641	3367	53827060	FAIL	reclaimed Kaliski + exact two-stage sparse fold | CLASSICAL MISMATCH shot 0: got (0x49b3964472aad218f4896165f52f4411678063cd34cae815d17285ce52b5be4e,0x5f8375289a535e924acd914f2edbe6fa98bc62b99a5c6bd7e3b697efc8cc89c4) exp (0x49b3964472aad218f4896165f52f4411678063cd34cae815d172860e52b5be4e,0xa43a56a6813a3e8d134ca8773fbf0709bf184d6fd0456bc7b27ea348e074d140)
1776385651	36a57a4	7884083.000	38620624.094	3336	55196994	OK	sparse secp256k1 negation correction
1776386069	36a57a4	12935312.000	86690212.703	3336	110854395	OK	moonshot sparse-c substrate rewrite
1776386655	36a57a4	19941528.000	128245910.516	7688	165015656	FAIL	jacobian mixed-add UQ swap U-negQ | CLASSICAL MISMATCH shot 0: got (0x5e8f72b7d254d8d70e818429ad0a95d4337df88155905749f0b151bae8216b26,0x54d3b8fb19dfb8b4fbf6d8306c81077218f6bd3c8dac49da28c26bdebb961818) exp (0x5e8f72b7d254d8d70e818429ad0a95d4337df88155905749f0b151bae8216b26,0xab2c4704e620474b040927cf937ef88de70942c37253b625d73d94204469e417)
1776386693	36a57a4	19942548.000	128256435.375	7688	165029892	OK	jacobian mixed-add UQ swap U-negQ signfix
1776386781	36a57a4	7856276.000	38356489.469	3336	54901743	OK	
1776388009	36a57a4	7856276.000	38356489.469	3336	54901743	OK	session kickoff verify
1776388850	36a57a4	7335056.000	37835151.625	3336	53859303	OK	unconditional shift-right in Kaliski STEP 6
1776390017	e996391	7335056.000	37835151.625	3336	53859303	OK	session end: unconditional shift-right commit
1776393300	c5bc7e8	7074956.000	35342635.078	3336	50976783	OK	no-corr mod_double for r when iter<255
1776393797	7b77788	6945416.000	34241485.531	3336	49681383	OK	truncated add/sub in STEP 4 for small iter
1776393894	46ddcfa	6685316.000	33721468.562	3336	48901083	OK	truncated STEP 3+9 (r,s) cswap for small iter
1776394106	46ddcfa	6555266.000	33591938.672	3336	48641493	OK	transform trunc + load skip in STEP 4
1776394561	b0c47ed	6296186.000	33073700.766	3336	47864253	OK	truncate (u,v_w) cswaps for late iters
1776394730	afa876f	6037106.000	31842952.188	3336	46309773	OK	STEP 4 late-iter load/sub/transform/add truncation
1776394805	06ca561	5907566.000	31519280.953	3336	44496213	OK	STEP 0 OR chain truncated for late iter
1776394851	49419b0	5778026.000	30418172.203	3336	42941733	OK	STEP 2 with_gt truncated for late iter
1776395687	3992b28	5778026.000	30418172.203	3336	42941733	OK	verify best state
1776396137	4dd0f79	5778026.000	30418172.203	3336	42941733	OK	final session state check
1776396539	4dd0f79	5778026.000	30418172.203	3336	42941733	OK	final session end 5.78M
1776397597	56c9e77	5778026.000	30418172.203	3336	42941733	OK	session 2026-04-16 end 5778026 final
1776398330	84948e6	5778026.000	30418172.203	3336	42941733	OK	session end
1776409491	8b370d1	5760640.000	30264741.516	3336	42722112	FAIL	measurement-based flag uncompute in mod_add/sub_qq_fast | PHASE GARBAGE: global_phase = 0x379ce41922e06277 across 64 live shots (must be 0)
1776409931	8b370d1	5778026.000	30418172.203	3336	42941733	OK	verify after revert
1776412177	e9dc235	5778026.000	30418172.203	3336	42941733	OK	ralph-loop iteration: analysis confirms 5.78M may beat HRS standalone
1776413799	87528d1	5778026.000	30418172.203	3336	42941733	OK	verify KALISKI_ITERS=511 equivalent
1776413824	87528d1	5418126.000	28505587.297	3275	40469159	FAIL	KALISKI_ITERS=450 moonshot | CLASSICAL MISMATCH shot 0: got (0xcca8ac9adb835c7076a8e494a2e65e64feadb2b2b15e77b7cab981dfb908cb6a,0xf1fb93ca698ae7a58726c1910f2d27a4e0e7f14f17bd42ad243ba38b8e9ff39e) exp (0x77cc7afd9bf7c72f84cc9bb1760f27aab23fba3219754a01a0acbaccdfe799ad,0xadcd193715a2a28e4d185f8faba60531309db85ba59cf27b82b878967cc8843f)
1776413849	87528d1	5719726.000	30100243.172	3325	42544259	FAIL	KALISKI_ITERS=500 | CLASSICAL MISMATCH shot 0: got (0xb480e767bc5dc1d31ea85661cb0e0b1399bc170b8a1f64a25d51437345d12f91,0x891e905520f7e55fb0440b03cfbe80fbcfe2d93087c8c737e315f40365c8aae9) exp (0x1ef170110b03ee6295ab062fef35d1eaf4cef600cc6dbff30bb123318ad2e469,0xb06e728468bdfaaacf4fd41d8c700cd9c381896986efb52ce47cb9207623e4e0)
1776413873	87528d1	5772846.000	30389632.672	3335	42906479	FAIL	KALISKI_ITERS=510 | CLASSICAL MISMATCH shot 0: got (0xad7d2d5e9d1acd7685bbbf99f6d5aebcdda93e1683337efb5e44e53b3bb6998c,0x84f4f2b5c7827c95b47fe78d6bbc7f35a7d59f5f705ee99111422516dfbf80d0) exp (0x73c2f006e844a0f8f6f47104451645aa09c42ee209358bfe9bec75b5f8366d80,0x6a0148f708811a87124ea69e4deec07a22a0436d0f0198bb70e388756b653ea)
1776413888	87528d1	5778026.000	30418172.203	3336	42941733	OK	revert kaliski iter moonshot
1776414074	0fa93f5	5778026.000	30418172.203	3336	42941733	OK	final verification 5778026
1776414677	a3dd37e	5778026.000	30418172.203	3336	42941733	OK	session start verify
1776415711	a3dd37e	5775982.000	30427416.484	3336	42949909	OK	STEP 2 fuse duplicate-control CCX
1776432537	1f8c645	5775470.000	30423578.688	3336	42945295	OK	mod_mul acc=0 fast path: mul1 and mul3 use CX-copy
1776435762	299f214	5775470.000	30423578.688	3336	42945295	OK	session 2026-04-17 end verify at 5775470
1776436741	de83932	5775470.000	30423578.688	3336	42945295	OK	iteration final 5775470
1776437435	29da324	5775470.000	30423578.688	3336	42945295	OK	iteration 3 end
1776438011	2521d28	5762978.000	30304702.547	3358	42811743	FAIL	shift-by-22 mod p in Solinas | PHASE GARBAGE: global_phase = 0xe5de8af2a95e8147 across 64 live shots (must be 0)
1776438020	2521d28	5762978.000	30304702.547	3358	42811743	FAIL	shift-by-22 debug | PHASE GARBAGE: global_phase = 0xe5de8af2a95e8147 across 64 live shots (must be 0)
1776438125	2521d28	5775470.000	30423578.688	3336	42945295	OK	post-revert verify 5775470
1776438406	579db56	5775470.000	30423578.688	3336	42945295	OK	iter 4 end at 5775470 - shift attempt deferred
1776438728	a939569	5761986.000	30297043.547	3360	42802691	OK	shift-by-22 with Bennett pattern
1776438788	c702290	5755244.000	30233715.406	3360	42731389	OK	shift-by-22 also for squaring path
1776438835	de71b0f	5741760.000	30107462.562	3360	42588785	OK	shift-by-22 in zero-acc variant too
1776439191	d396bbc	5741760.000	30107462.562	3360	42588785	OK	session 2026-04-17 iter 5 end at 5741760
1776439568	2f1fbba	5736780.000	30059012.031	3360	42533045	OK	977 = 2^10 - 2^6 + 2^4 + 2^0 consolidation
1776439731	b1d04b7	5733190.000	30026815.922	3360	42496341	OK	977 consolidation in outer Solinas mul_add
1776439788	b1d04b7	5726793.000	29969240.266	3360	42424197	OK	977 consolidation in all 3 Solinas sites
1776440065	a0b7de6	5726793.000	29969240.266	3360	42424197	OK	iter 6 end verify at 5726793
1776440228	a0b7de6	5726793.000	29969240.266	3360	42424197	OK	iter 5 final at 5726793
1776444759	8a642a9	5726783.000	29964262.891	3360	42409287	OK	shift22 reduction via sparse +c overflow
1776444950	0c6235f	5731433.000	30021753.250	3372	42473917	FAIL	shift10 plus shift22 for Solinas walk | PHASE GARBAGE: global_phase = 0x504b7145b9cef989 across 64 live shots (must be 0)
1776445580	0c6235f	5726783.000	29964092.422	3360	42409323	OK	phase-oracle flag uncompute in mod_add/sub_qq_fast
1776445781	0c6235f	5726273.000	29963684.656	3360	42408267	OK	kaliski step4 zero-pad carry slot in small iters
1776453332	b8a8b0f	5726273.000	29963684.656	3360	42408267	OK	re-baseline with 1024 shots
1776453378	b8a8b0f	5726273.000	29963693.257	3360	42408267	OK	check shot count
